date,residuals,segment
2011-01-19,95.91136438575516,train
2011-01-20,96.12806393363836,train
2011-01-21,95.9691870190063,train
2011-01-22,96.08633186501415,train
2011-01-23,96.08167736110899,train
2011-01-24,96.07468475569671,train
2011-01-25,96.1844353376808,train
2011-01-26,96.05410895822257,train
2011-01-27,96.05261730204312,train
2011-01-28,95.93867789163886,train
2011-01-29,95.98662085752359,train
2011-01-30,96.17329964304913,train
2011-01-31,96.12181720133471,train
2011-02-01,96.08929933072083,train
2011-02-02,96.02986186958422,train
2011-02-03,96.05350966664712,train
2011-02-04,96.09774910783639,train
2011-02-05,96.0565558253882,train
2011-02-06,96.04465354895463,train
2011-02-07,96.07107153891144,train
2011-02-08,96.13741192781471,train
2011-02-09,96.01633810246824,train
2011-02-10,96.04526445540587,train
2011-02-11,96.01545609221087,train
2011-02-12,96.07325441525687,train
2011-02-13,96.06622147291164,train
2011-02-14,96.06931769266772,train
2011-02-15,96.08213088149142,train
2011-02-16,96.0565806758201,train
2011-02-17,96.01707740281769,train
2011-02-18,96.02030939957136,train
2011-02-19,96.05666909293656,train
2011-02-20,96.031602840423,train
2011-02-21,96.06206343741798,train
2011-02-22,96.09844870151747,train
2011-02-23,96.12519884090663,train
2011-02-24,96.0478010902549,train
2011-02-25,96.08017625096086,train
2011-02-26,96.03512088725707,train
2011-02-27,95.95687804184465,train
2011-02-28,95.99227739206927,train
2011-03-01,96.06609168342756,train
2011-03-02,96.02235370774753,train
2011-03-03,96.08612905487688,train
2011-03-04,96.07406993260132,train
2011-03-05,95.96307219207496,train
2011-03-06,96.0925110689702,train
2011-03-07,96.05478032505435,train
2011-03-08,96.04476362016122,train
2011-03-09,96.05494630973273,train
2011-03-10,96.02808677442046,train
2011-03-11,96.05118817711353,train
2011-03-12,96.04752814067392,train
2011-03-13,96.12330012384787,train
2011-03-14,96.16489164347128,train
2011-03-15,96.08890928698513,train
2011-03-16,95.98544307310375,train
2011-03-17,96.10355960701457,train
2011-03-18,96.12153313208583,train
2011-03-19,96.07154477757139,train
2011-03-20,96.16230296677571,train
2011-03-21,96.07379563245338,train
2011-03-22,96.10432591870308,train
2011-03-23,96.15740698149955,train
2011-03-24,96.24040526318734,train
2011-03-25,96.23502739562274,train
2011-03-26,96.11072715586602,train
2011-03-27,96.31675434361983,train
2011-03-28,96.16057568168206,train
2011-03-29,96.51691700951739,train
2011-03-30,96.90887296794948,train
2011-03-31,96.8300839532617,train
2011-04-01,96.23034074822411,train
2011-04-02,96.04483299428364,train
2011-04-03,96.07951159194495,train
2011-04-04,96.50666854733531,train
2011-04-05,96.49318844855077,train
2011-04-06,96.34681796396875,train
2011-04-07,96.5143959512072,train
2011-04-08,96.46569162571281,train
2011-04-09,96.19383330283436,train
2011-04-10,97.87656589388722,train
2011-04-11,96.95038633476526,train
2011-04-12,97.15358471501946,train
2011-04-13,97.10067130260062,train
2011-04-14,97.23383432284677,train
2011-04-15,97.31888834751093,train
2011-04-16,97.00862386218402,train
2011-04-17,96.87969549959658,train
2011-04-18,96.07757469886035,train
2011-04-19,96.95091683746396,train
2011-04-20,95.3714651625067,train
2011-04-21,97.61674202292804,train
2011-04-22,97.18658824950923,train
2011-04-23,97.09202047108482,train
2011-04-24,97.26235325475393,train
2011-04-25,96.80586882804121,train
2011-04-26,97.33054500083483,train
2011-04-27,98.09617744419425,train
2011-04-28,96.20014639299426,train
2011-04-29,96.86664145966645,train
2011-04-30,96.65787046009319,train
2011-05-01,97.22418587254253,train
2011-05-02,97.93354757411632,train
2011-05-03,97.63883369674896,train
2011-05-04,99.99478573728963,train
2011-05-05,103.08254194048132,train
2011-05-06,97.44177337317768,train
2011-05-07,96.92807676947608,train
2011-05-08,100.1992954280163,train
2011-05-09,101.67228785265122,train
2011-05-10,102.06212702248071,train
2011-05-11,94.59234073537357,train
2011-05-12,99.05119971114061,train
2011-05-13,96.33396272749394,train
2011-05-14,93.65105103319395,train
2011-05-15,100.63744383748788,train
2011-05-16,98.53201584395133,train
2011-05-17,96.36638785917712,train
2011-05-18,95.97613811699425,train
2011-05-19,99.11673570236735,train
2011-05-20,98.32013313812092,train
2011-05-21,98.64118919362016,train
2011-05-22,97.32119763692306,train
2011-05-23,96.35050375121823,train
2011-05-24,97.55155753925997,train
2011-05-25,99.6257460188215,train
2011-05-26,98.40268843384851,train
2011-05-27,98.03633688384141,train
2011-05-28,97.53854167535569,train
2011-05-29,97.70241910914599,train
2011-05-30,96.87095535058636,train
2011-05-31,96.20299302797764,train
2011-06-01,98.02015024888529,train
2011-06-02,98.23391006270322,train
2011-06-03,97.52420621750163,train
2011-06-04,96.49751458461104,train
2011-06-05,98.04606096589495,train
2011-06-06,98.22911573009962,train
2011-06-07,96.52788109210837,train
2011-06-08,98.0897458642938,train
2011-06-09,96.57708206608987,train
2011-06-10,97.9491428408231,train
2011-06-11,97.68994491262721,train
2011-06-12,96.98087925532928,train
2011-06-13,97.83764723629938,train
2011-06-14,97.71941536397085,train
2011-06-15,97.51016032120204,train
2011-06-16,97.4092502803716,train
2011-06-17,96.84257543703747,train
2011-06-18,96.56677886092734,train
2011-06-19,98.21844805193568,train
2011-06-20,98.03596520781626,train
2011-06-21,97.41986321555508,train
2011-06-22,97.82823432487154,train
2011-06-23,97.64126543756473,train
2011-06-24,97.3360084943442,train
2011-06-25,97.70341312642257,train
2011-06-26,98.1378721471328,train
2011-06-27,96.65027343095106,train
2011-06-28,96.08631124635869,train
2011-06-29,97.85641831617463,train
2011-06-30,96.99952644319613,train
2011-07-01,97.16415587266523,train
2011-07-02,97.14901799796615,train
2011-07-03,97.16848777114451,train
2011-07-04,97.13592146019595,train
2011-07-05,97.27611535191802,train
2011-07-06,95.95373743345473,train
2011-07-07,93.08277063586743,train
2011-07-08,97.66970945802494,train
2011-07-09,97.56956942043266,train
2011-07-10,98.17214269349903,train
2011-07-11,97.5395436159584,train
2011-07-12,96.7894805084203,train
2011-07-13,95.89079092926374,train
2011-07-14,96.58834183280553,train
2011-07-15,97.18631309400223,train
2011-07-16,97.38056279770885,train
2011-07-17,97.81990618881944,train
2011-07-18,96.92490527812187,train
2011-07-19,96.65106720416757,train
2011-07-20,97.22535852480794,train
2011-07-21,96.42159687526298,train
2011-07-22,96.69658959392335,train
2011-07-23,96.77032982919377,train
2011-07-24,97.41336968965042,train
2011-07-25,97.36550703748044,train
2011-07-26,97.4077592544567,train
2011-07-27,94.46158784687195,train
2011-07-28,96.83582764439467,train
2011-07-29,97.63467683174665,train
2011-07-30,97.16324901197595,train
2011-07-31,97.00074015269689,train
2011-08-01,96.13547764582623,train
2011-08-02,96.32539977286783,train
2011-08-03,97.02381503925879,train
2011-08-04,96.98061922617214,train
2011-08-05,96.691945804516,train
2011-08-06,96.52799562018588,train
2011-08-07,96.80158807103054,train
2011-08-08,96.47748945830207,train
2011-08-09,95.64076677210743,train
2011-08-10,97.18965097520491,train
2011-08-11,94.89893311919613,train
2011-08-12,97.59590367523845,train
2011-08-13,97.64569601746928,train
2011-08-14,95.99443307700005,train
2011-08-15,96.22417135838792,train
2011-08-16,95.80044304229939,train
2011-08-17,96.0767398684085,train
2011-08-18,96.9910279556325,train
2011-08-19,96.6301161291564,train
2011-08-20,96.74576247611225,train
2011-08-21,97.43616725979821,train
2011-08-22,96.54302472922643,train
2011-08-23,96.14348884883361,train
2011-08-24,96.21554825851354,train
2011-08-25,96.36518639481673,train
2011-08-26,96.16980797728954,train
2011-08-27,96.35152117832199,train
2011-08-28,96.61132488081469,train
2011-08-29,96.52578357159429,train
2011-08-30,96.32818806335888,train
2011-08-31,96.6906935588382,train
2011-09-01,96.56335130207906,train
2011-09-02,96.30812476102408,train
2011-09-03,96.44675811765215,train
2011-09-04,96.28892041927067,train
2011-09-05,96.31830011251517,train
2011-09-06,96.44309718083458,train
2011-09-07,96.03192121407247,train
2011-09-08,96.17876961927985,train
2011-09-09,96.91759420902235,train
2011-09-10,95.96120624877423,train
2011-09-11,96.34774139161264,train
2011-09-12,96.33630335005937,train
2011-09-13,96.21716065537848,train
2011-09-14,96.6244830044379,train
2011-09-15,96.23280238158841,train
2011-09-16,96.06409099856394,train
2011-09-17,95.47735501380214,train
2011-09-18,96.89683833595463,train
2011-09-19,95.6246896231122,train
2011-09-20,95.99053444039896,train
2011-09-21,96.40826695952349,train
2011-09-22,96.72896052285284,train
2011-09-23,96.53908971735542,train
2011-09-24,96.09763259892733,train
2011-09-25,96.00585491174994,train
2011-09-26,96.00391099571719,train
2011-09-27,96.50211947769017,train
2011-09-28,96.56589793112353,train
2011-09-29,96.38069342448266,train
2011-09-30,96.5612811530552,train
2011-10-01,95.96606180707964,train
2011-10-02,96.18695765652014,train
2011-10-03,96.39746746602505,train
2011-10-04,96.28215389876615,train
2011-10-05,96.0905577890066,train
2011-10-06,96.19963857982034,train
2011-10-07,96.16455085041044,train
2011-10-08,96.15833878265855,train
2011-10-09,96.41118040255209,train
2011-10-10,96.36589427197511,train
2011-10-11,96.13794756266783,train
2011-10-12,96.25769603164552,train
2011-10-13,96.12192191529238,train
2011-10-14,96.31331742084069,train
2011-10-15,95.80385673532697,train
2011-10-16,96.41642978618067,train
2011-10-17,96.25951749627463,train
2011-10-18,95.8954741552261,train
2011-10-19,95.90928793408554,train
2011-10-20,96.41437080184363,train
2011-10-21,96.31168143407297,train
2011-10-22,96.22681468802614,train
2011-10-23,96.16170547595621,train
2011-10-24,96.19598970806756,train
2011-10-25,96.21545515943164,train
2011-10-26,96.32027049966015,train
2011-10-27,96.30483027803946,train
2011-10-28,96.09376169396766,train
2011-10-29,96.1790154224651,train
2011-10-30,96.34610468454257,train
2011-10-31,96.51406029030076,train
2011-11-01,96.26478740852087,train
2011-11-02,96.30743975346608,train
2011-11-03,96.0530664105735,train
2011-11-04,96.18047583552907,train
2011-11-05,96.20622700556282,train
2011-11-06,96.31153305178385,train
2011-11-07,96.29690299025869,train
2011-11-08,96.30053925671994,train
2011-11-09,96.12458919498455,train
2011-11-10,96.26653864366848,train
2011-11-11,96.5261988259131,train
2011-11-12,96.30573587819958,train
2011-11-13,96.09414417452844,train
2011-11-14,96.28168930373471,train
2011-11-15,96.29530013740019,train
2011-11-16,96.15690988282346,train
2011-11-17,96.3782393542933,train
2011-11-18,96.18009893731168,train
2011-11-19,96.58329071240547,train
2011-11-20,96.60804498395315,train
2011-11-21,96.56320508069706,train
2011-11-22,96.0634182361463,train
2011-11-23,96.26853550192574,train
2011-11-24,96.14007389527687,train
2011-11-25,96.3204970347569,train
2011-11-26,96.44491918569047,train
2011-11-27,96.15544658854999,train
2011-11-28,96.43569103182165,train
2011-11-29,96.30221215898433,train
2011-11-30,96.33553406712356,train
2011-12-01,96.7828310370516,train
2011-12-02,96.78677685345822,train
2011-12-03,95.96860267370512,train
2011-12-04,96.78275108348804,train
2011-12-05,97.46255913879395,train
2011-12-06,96.44338674238907,train
2011-12-07,96.99456283953458,train
2011-12-08,96.39301743795639,train
2011-12-09,96.11522562426934,train
2011-12-10,96.96348611389615,train
2011-12-11,96.27375553323256,train
2011-12-12,96.49203740535658,train
2011-12-13,96.23293599767885,train
2011-12-14,97.03729045607791,train
2011-12-15,96.65640176355193,train
2011-12-16,96.52103749924977,train
2011-12-17,95.92311665921927,train
2011-12-18,96.81496336581961,train
2011-12-19,96.75689691021475,train
2011-12-20,96.45677140110901,train
2011-12-21,96.43929686550759,train
2011-12-22,96.8959325557189,train
2011-12-23,96.67710325379039,train
2011-12-24,96.12609642770285,train
2011-12-25,96.37114041424302,train
2011-12-26,95.8657020772632,train
2011-12-27,96.11122398442872,train
2011-12-28,96.80289902135182,train
2011-12-29,96.63675911780373,train
2011-12-30,96.5464641730639,train
2011-12-31,96.22962404736165,train
2012-01-01,96.63059188887466,train
2012-01-03,96.8678083495129,train
2012-01-04,96.10362587483301,train
2012-01-05,96.39964205889316,train
2012-01-06,96.20603198369496,train
2012-01-07,96.38320223765247,train
2012-01-08,96.7105043951908,train
2012-01-09,96.54277370384898,train
2012-01-10,96.64934712209767,train
2012-01-11,96.49914787024484,train
2012-01-12,96.09627698985884,train
2012-01-13,96.37406304112689,train
2012-01-14,96.21588968183896,train
2012-01-15,95.55350862217779,train
2012-01-16,97.06729249057382,train
2012-01-17,96.04070782258583,train
2012-01-18,96.18062115653309,train
2012-01-19,96.54143790309577,train
2012-01-20,96.36559480626298,train
2012-01-21,96.26543964232084,train
2012-01-22,96.31470436306248,train
2012-01-23,96.49647518828488,train
2012-01-24,96.55562785987023,train
2012-01-25,96.79533404566534,train
2012-01-26,96.21298686327039,train
2012-01-27,96.36302296663541,train
2012-01-28,96.38823463019078,train
2012-01-29,96.62077884947787,train
2012-01-30,96.1438817737788,train
2012-01-31,96.05523668162739,train
2012-02-01,96.21319178929589,train
2012-02-02,96.36555122796933,train
2012-02-03,96.50559205543685,train
2012-02-04,96.30708392409316,train
2012-02-05,96.26754004404441,train
2012-02-06,96.2377623837381,train
2012-02-07,96.26818723572775,train
2012-02-08,96.45290877962663,train
2012-02-09,96.19427520834103,train
2012-02-10,96.42795714522838,train
2012-02-11,96.54666117576328,train
2012-02-12,96.88672709137485,train
2012-02-13,96.48624221260384,train
2012-02-14,96.46043197777539,train
2012-02-15,96.4615462855485,train
2012-02-16,96.18251519162641,train
2012-02-17,96.46067688058267,train
2012-02-18,96.19411854257461,train
2012-02-19,96.61146173826582,train
2012-02-20,96.27617430860559,train
2012-02-21,96.41269249731143,train
2012-02-22,96.33881252338037,train
2012-02-23,96.54584759423147,train
2012-02-24,96.2412821412903,train
2012-02-25,96.41809584557251,train
2012-02-26,96.53576984371212,train
2012-02-27,96.45545720942702,train
2012-02-28,96.5370109247031,train
2012-02-29,96.5196336299222,train
2012-03-01,96.44922515328426,train
2012-03-02,96.34680932034026,train
2012-03-03,96.56157179506326,train
2012-03-04,96.21068189567251,train
2012-03-05,96.35735958921718,train
2012-03-06,96.50405565047241,train
2012-03-07,96.14624580617138,train
2012-03-08,96.36278958866613,train
2012-03-09,96.49122058246408,train
2012-03-10,96.23904092045255,train
2012-03-11,96.36470955464492,train
2012-03-12,96.46475019050955,train
2012-03-13,96.56198380802138,train
2012-03-14,96.52522245604469,train
2012-03-15,96.1519347543239,train
2012-03-16,96.07641285113054,train
2012-03-17,96.40038793200179,train
2012-03-18,96.20350660357055,train
2012-03-19,96.55816908664688,train
2012-03-20,96.29948761525341,train
2012-03-21,96.26592080430689,train
2012-03-22,96.42464303400405,train
2012-03-23,96.14465249731934,train
2012-03-24,96.0738320077233,train
2012-03-25,96.52301761047683,train
2012-03-26,96.39270770793541,train
2012-03-27,96.3779894093694,train
2012-03-28,96.42344625160909,train
2012-03-29,95.96103517696034,train
2012-03-30,96.24187495014438,train
2012-03-31,96.36830386349286,train
2012-04-01,96.35486518209485,train
2012-04-02,96.12991186937973,train
2012-04-03,96.59312067890805,train
2012-04-04,96.13278695630689,train
2012-04-05,96.53519720332451,train
2012-04-06,96.32913994294657,train
2012-04-07,96.28756192899267,train
2012-04-08,96.05592276963894,train
2012-04-09,96.47756292914427,train
2012-04-10,96.49541958515528,train
2012-04-11,96.32209934738862,train
2012-04-12,96.25611244687553,train
2012-04-13,96.39880866904606,train
2012-04-14,96.37262963940195,train
2012-04-15,96.32129368918291,train
2012-04-16,96.44611272672475,train
2012-04-17,96.31237166382317,train
2012-04-18,96.54389521464581,train
2012-04-19,96.03357466817276,train
2012-04-20,96.03417612065532,train
2012-04-21,96.35488859192202,train
2012-04-22,96.58853271293471,train
2012-04-23,96.42233266413837,train
2012-04-24,96.3387051983266,train
2012-04-25,96.38600025222559,train
2012-04-26,96.23937550090542,train
2012-04-27,96.5626929457089,train
2012-04-28,96.37526990775508,train
2012-04-29,96.4882893119517,train
2012-04-30,96.45669973102275,train
2012-05-01,96.13952070305338,train
2012-05-02,96.50093890209864,train
2012-05-03,96.44117973591409,train
2012-05-04,96.07208131280247,train
2012-05-05,96.2883978398981,train
2012-05-06,96.6263831621014,train
2012-05-07,96.73053168240688,train
2012-05-08,96.48848775525585,train
2012-05-09,96.6416049520271,train
2012-05-10,96.03846984310876,train
2012-05-11,95.86933528243935,train
2012-05-12,96.44989647509715,train
2012-05-13,96.50555928167883,train
2012-05-14,96.37925966260654,train
2012-05-15,96.5097593648236,train
2012-05-16,96.81433238093969,train
2012-05-17,96.70982010793519,train
2012-05-18,96.25202833241305,train
2012-05-19,96.49532414509069,train
2012-05-20,96.40147594873824,train
2012-05-21,96.54258102296384,train
2012-05-22,96.66873910261958,train
2012-05-23,96.14539620952085,train
2012-05-24,96.03222734258155,train
2012-05-25,96.67517500433428,train
2012-05-26,96.38803510643311,train
2012-05-27,96.54001818711596,train
2012-05-28,96.58023699048947,train
2012-05-29,96.5554996460476,train
2012-05-30,96.41091695195868,train
2012-05-31,96.150663060482,train
2012-06-01,96.24785490045613,train
2012-06-02,96.74437013162266,train
2012-06-03,96.15245661339411,train
2012-06-04,96.00684532751464,train
2012-06-05,96.50995636752297,train
2012-06-06,96.8933531529164,train
2012-06-07,96.54964286744185,train
2012-06-08,96.61489722044021,train
2012-06-09,96.60052502716506,train
2012-06-10,96.32120257093256,train
2012-06-11,96.52554731241551,train
2012-06-12,96.49986493125851,train
2012-06-13,96.43351067653452,train
2012-06-14,96.5864387939325,train
2012-06-15,96.81193161312602,train
2012-06-16,96.89902913562617,train
2012-06-17,97.52198480497916,train
2012-06-18,96.93168836558101,train
2012-06-19,95.81556543049743,train
2012-06-20,95.83611709784202,train
2012-06-21,97.36527654072066,train
2012-06-22,96.43392989251639,train
2012-06-23,96.71630715111846,train
2012-06-24,96.61322251741989,train
2012-06-25,96.72038622346433,train
2012-06-26,96.34265317564034,train
2012-06-27,96.42606058907676,train
2012-06-28,96.78219464990387,train
2012-06-29,96.02396187283603,train
2012-06-30,97.0425897206459,train
2012-07-01,96.88795592722548,train
2012-07-02,96.4731942952439,train
2012-07-03,97.16379860268756,train
2012-07-04,96.77572273307044,train
2012-07-05,97.0868256503611,train
2012-07-06,97.15149583813388,train
2012-07-07,96.26118337559087,train
2012-07-08,96.48036922719467,train
2012-07-09,96.45984205013082,train
2012-07-10,97.02425730491663,train
2012-07-11,97.56934252518475,train
2012-07-12,96.59490810924997,train
2012-07-13,96.71697847293134,train
2012-07-14,97.29221987240346,train
2012-07-15,96.7502153853904,train
2012-07-16,97.23896647726394,train
2012-07-17,97.83138780866639,train
2012-07-18,95.77492020811829,train
2012-07-19,97.06943034802084,train
2012-07-20,95.12237451722753,train
2012-07-21,96.38802070038561,train
2012-07-22,96.61695656492844,train
2012-07-23,96.23200896852308,train
2012-07-24,97.0563827908121,train
2012-07-25,97.4767851106871,train
2012-07-26,96.56343017518904,train
2012-07-27,96.78305108942695,train
2012-07-28,97.3083272740984,train
2012-07-29,97.56583969473834,train
2012-07-30,95.87618391741455,train
2012-07-31,95.59758752597537,train
2012-08-01,96.11669720202012,train
2012-08-02,96.63857860160131,train
2012-08-03,97.11361513626747,train
2012-08-04,97.18229380675344,train
2012-08-05,96.64425098279922,train
2012-08-06,96.63042333811906,train
2012-08-07,96.382974261951,train
2012-08-08,97.17472558970626,train
2012-08-09,96.32706223074779,train
2012-08-10,96.66924907670062,train
2012-08-11,96.19635184008625,train
2012-08-12,97.08025505210239,train
2012-08-13,97.35849273295915,train
2012-08-14,96.59676720967815,train
2012-08-15,96.98606543242451,train
2012-08-16,96.24259813372822,train
2012-08-17,96.94456593142942,train
2012-08-18,97.17832998278745,train
2012-08-19,96.77856504623958,train
2012-08-20,97.06065274328716,train
2012-08-21,97.06479592254436,train
2012-08-22,96.27652581616427,train
2012-08-23,96.5294686385414,train
2012-08-24,96.98551800262001,train
2012-08-25,97.17213682297289,train
2012-08-26,96.59315489327084,train
2012-08-27,96.73604847829193,train
2012-08-28,96.41348122841131,train
2012-08-29,96.19913220725118,train
2012-08-30,96.39543333211991,train
2012-08-31,97.23655778612415,train
2012-09-01,97.18512243417746,train
2012-09-02,96.99921671317517,train
2012-09-03,96.5308271288194,train
2012-09-04,96.25278464990609,train
2012-09-05,96.28663598029047,train
2012-09-06,96.60772372909418,train
2012-09-07,96.31105279017576,train
2012-09-08,96.74922496962569,train
2012-09-09,96.64701406270717,train
2012-09-10,96.48949041616092,train
2012-09-11,96.66638947627449,train
2012-09-12,96.928853975738,train
2012-09-13,96.72347055823124,train
2012-09-14,96.10755800549454,train
2012-09-15,96.02023646895596,train
2012-09-16,96.15667902591247,train
2012-09-17,96.8463779132716,train
2012-09-18,96.77943301060067,train
2012-09-19,96.48199783086305,train
2012-09-20,96.42755665710825,train
2012-09-21,96.97466664735063,train
2012-09-22,97.00276708357828,train
2012-09-23,97.13313893212387,train
2012-09-24,96.1566113174893,train
2012-09-25,95.62602794492372,train
2012-09-26,95.0292358187138,train
2012-09-27,96.68247310799109,train
2012-09-28,97.41848959892722,train
2012-09-29,96.8907456583213,train
2012-09-30,97.20582896653254,train
2012-10-01,96.66431500543639,train
2012-10-02,96.55070459314163,train
2012-10-03,96.75430742317901,train
2012-10-04,96.54435800892134,train
2012-10-05,95.9230511117032,train
2012-10-06,96.64370427329709,train
2012-10-07,96.73566959924302,train
2012-10-08,96.70909620404898,train
2012-10-09,96.11004520959311,train
2012-10-10,96.57277681879845,train
2012-10-11,96.42774249512084,train
2012-10-12,96.67743243197546,train
2012-10-13,96.99122279742477,train
2012-10-14,96.72660819537386,train
2012-10-15,96.71524182390682,train
