residuals,segment
96.20299302797764,train
98.02015024888529,train
98.23391006270322,train
97.52420621750163,train
96.49751458461104,train
98.04606096589495,train
98.22911573009962,train
96.52788109210837,train
98.0897458642938,train
96.57708206608987,train
97.9491428408231,train
97.68994491262721,train
96.98087925532928,train
97.83764723629938,train
97.71941536397085,train
97.51016032120204,train
97.4092502803716,train
96.84257543703747,train
96.56677886092734,train
98.21844805193568,train
98.03596520781626,train
97.41986321555508,train
97.82823432487154,train
97.64126543756473,train
97.3360084943442,train
97.70341312642257,train
98.1378721471328,train
96.65027343095106,train
96.08631124635869,train
97.85641831617463,train
96.99952644319613,train
97.16415587266523,train
97.14901799796615,train
97.16848777114451,train
97.13592146019595,train
97.27611535191802,train
95.95373743345473,train
93.08277063586743,train
97.66970945802494,train
97.56956942043266,train
98.17214269349903,train
97.5395436159584,train
96.7894805084203,train
95.89079092926374,train
96.58834183280553,train
97.18631309400223,train
97.38056279770885,train
97.81990618881944,train
96.92490527812187,train
96.65106720416757,train
97.22535852480794,train
96.42159687526298,train
96.69658959392335,train
96.77032982919377,train
97.41336968965042,train
97.36550703748044,train
97.4077592544567,train
94.46158784687195,train
96.83582764439467,train
97.63467683174665,train
97.16324901197595,train
97.00074015269689,train
96.13547764582623,train
96.32539977286783,train
97.02381503925879,train
96.98061922617214,train
96.691945804516,train
96.52799562018588,train
96.80158807103054,train
96.47748945830207,train
95.64076677210743,train
97.18965097520491,train
94.89893311919613,train
97.59590367523845,train
97.64569601746928,train
95.99443307700005,train
96.22417135838792,train
95.80044304229939,train
96.0767398684085,train
96.9910279556325,train
96.6301161291564,train
96.74576247611225,train
97.43616725979821,train
96.54302472922643,train
96.14348884883361,train
96.21554825851354,train
96.36518639481673,train
96.16980797728954,train
96.35152117832199,train
96.61132488081469,train
96.52578357159429,train
96.32818806335888,train
96.6906935588382,train
96.56335130207906,train
96.30812476102408,train
96.44675811765215,train
96.28892041927067,train
96.31830011251517,train
96.44309718083458,train
96.03192121407247,train
96.17876961927985,train
96.91759420902235,train
95.96120624877423,train
96.34774139161264,train
96.33630335005937,train
96.21716065537848,train
96.6244830044379,train
96.23280238158841,train
96.06409099856394,train
95.47735501380214,train
96.89683833595463,train
95.6246896231122,train
95.99053444039896,train
96.40826695952349,train
96.72896052285284,train
96.53908971735542,train
96.09763259892733,train
96.00585491174994,train
96.00391099571719,train
96.50211947769017,train
96.56589793112353,train
96.38069342448266,train
96.5612811530552,train
95.96606180707964,train
96.18695765652014,train
96.39746746602505,train
96.28215389876615,train
96.0905577890066,train
96.19963857982034,train
96.16455085041044,train
96.15833878265855,train
96.41118040255209,train
96.36589427197511,train
96.13794756266783,train
96.25769603164552,train
96.12192191529238,train
96.31331742084069,train
95.80385673532697,train
96.41642978618067,train
96.25951749627463,train
95.8954741552261,train
95.90928793408554,train
96.41437080184363,train
96.31168143407297,train
96.22681468802614,train
96.16170547595621,train
96.19598970806756,train
96.21545515943164,train
96.32027049966015,train
96.30483027803946,train
96.09376169396766,train
96.1790154224651,train
96.34610468454257,train
96.51406029030076,train
96.26478740852087,train
96.30743975346608,train
96.0530664105735,train
96.18047583552907,train
96.20622700556282,train
96.31153305178385,train
96.29690299025869,train
96.30053925671994,train
96.12458919498455,train
96.26653864366848,train
96.5261988259131,train
96.30573587819958,train
96.09414417452844,train
96.28168930373471,train
96.29530013740019,train
96.15690988282346,train
96.3782393542933,train
96.18009893731168,train
96.58329071240547,train
96.60804498395315,train
96.56320508069706,train
96.0634182361463,train
96.26853550192574,train
96.14007389527687,train
96.3204970347569,train
96.44491918569047,train
96.15544658854999,train
96.43569103182165,train
96.30221215898433,train
96.33553406712356,train
96.7828310370516,train
96.78677685345822,train
95.96860267370512,train
96.78275108348804,train
97.46255913879395,train
96.44338674238907,train
96.99456283953458,train
96.39301743795639,train
96.11522562426934,train
96.96348611389615,train
96.27375553323256,train
96.49203740535658,train
96.23293599767885,train
97.03729045607791,train
96.65640176355193,train
96.52103749924977,train
95.92311665921927,train
96.81496336581961,train
96.75689691021475,train
96.45677140110901,train
96.43929686550759,train
96.8959325557189,train
96.67710325379039,train
96.12609642770285,train
96.37114041424302,train
95.8657020772632,train
96.11122398442872,train
96.80289902135182,train
96.63675911780373,train
96.5464641730639,train
96.22962404736165,train
96.63059188887466,train
96.8678083495129,train
96.10362587483301,train
96.39964205889316,train
96.20603198369496,train
96.38320223765247,train
96.7105043951908,train
96.54277370384898,train
96.64934712209767,train
96.49914787024484,train
96.09627698985884,train
96.37406304112689,train
96.21588968183896,train
95.55350862217779,train
97.06729249057382,train
96.04070782258583,train
96.18062115653309,train
96.54143790309577,train
96.36559480626298,train
96.26543964232084,train
96.31470436306248,train
96.49647518828488,train
96.55562785987023,train
96.79533404566534,train
96.21298686327039,train
96.36302296663541,train
96.38823463019078,train
96.62077884947787,train
96.1438817737788,train
96.05523668162739,train
96.21319178929589,train
96.36555122796933,train
96.50559205543685,train
96.30708392409316,train
96.26754004404441,train
96.2377623837381,train
96.26818723572775,train
96.45290877962663,train
96.19427520834103,train
96.42795714522838,train
96.54666117576328,train
96.88672709137485,train
96.48624221260384,train
96.46043197777539,train
96.4615462855485,train
96.18251519162641,train
96.46067688058267,train
96.19411854257461,train
96.61146173826582,train
96.27617430860559,train
96.41269249731143,train
96.33881252338037,train
96.54584759423147,train
96.2412821412903,train
96.41809584557251,train
96.53576984371212,train
96.45545720942702,train
96.5370109247031,train
96.5196336299222,train
96.44922515328426,train
96.34680932034026,train
96.56157179506326,train
96.21068189567251,train
96.35735958921718,train
96.50405565047241,train
96.14624580617138,train
96.36278958866613,train
96.49122058246408,train
96.23904092045255,train
96.36470955464492,train
96.46475019050955,train
96.56198380802138,train
96.52522245604469,train
96.1519347543239,train
96.07641285113054,train
96.40038793200179,train
96.20350660357055,train
96.55816908664688,train
96.29948761525341,train
96.26592080430689,train
96.42464303400405,train
96.14465249731934,train
96.0738320077233,train
96.52301761047683,train
96.39270770793541,train
96.3779894093694,train
96.42344625160909,train
95.96103517696034,train
96.24187495014438,train
96.36830386349286,train
96.35486518209485,train
96.12991186937973,train
96.59312067890805,train
96.13278695630689,train
96.53519720332451,train
96.32913994294657,train
96.28756192899267,train
96.05592276963894,train
96.47756292914427,train
96.49541958515528,train
96.32209934738862,train
96.25611244687553,train
96.39880866904606,train
96.37262963940195,train
96.32129368918291,train
96.44611272672475,train
96.31237166382317,train
96.54389521464581,train
96.03357466817276,train
96.03417612065532,train
96.35488859192202,train
96.58853271293471,train
96.42233266413837,train
96.3387051983266,train
96.38600025222559,train
96.23937550090542,train
96.5626929457089,train
96.37526990775508,train
96.4882893119517,train
96.45669973102275,train
96.13952070305338,train
96.50093890209864,train
96.44117973591409,train
96.07208131280247,train
96.2883978398981,train
96.6263831621014,train
96.73053168240688,train
96.48848775525585,train
96.6416049520271,train
96.03846984310876,train
95.86933528243935,train
96.44989647509715,train
96.50555928167883,train
96.37925966260654,train
96.5097593648236,train
96.81433238093969,train
96.70982010793519,train
96.25202833241305,train
96.49532414509069,train
96.40147594873824,train
96.54258102296384,train
96.66873910261958,train
96.14539620952085,train
96.03222734258155,train
96.67517500433428,train
96.38803510643311,train
96.54001818711596,train
96.58023699048947,train
96.5554996460476,train
96.41091695195868,train
96.150663060482,train
96.24785490045613,train
96.74437013162266,train
96.15245661339411,train
96.00684532751464,train
96.50995636752297,train
96.8933531529164,train
96.54964286744185,train
96.61489722044021,train
96.60052502716506,train
96.32120257093256,train
96.52554731241551,train
96.49986493125851,train
96.43351067653452,train
96.5864387939325,train
96.81193161312602,train
96.89902913562617,train
97.52198480497916,train
96.93168836558101,train
95.81556543049743,train
95.83611709784202,train
97.36527654072066,train
96.43392989251639,train
96.71630715111846,train
96.61322251741989,train
96.72038622346433,train
96.34265317564034,train
96.42606058907676,train
96.78219464990387,train
96.02396187283603,train
97.0425897206459,train
96.88795592722548,train
96.4731942952439,train
97.16379860268756,train
96.77572273307044,train
97.0868256503611,train
97.15149583813388,train
96.26118337559087,train
96.48036922719467,train
96.45984205013082,train
97.02425730491663,train
97.56934252518475,train
96.59490810924997,train
96.71697847293134,train
97.29221987240346,train
96.7502153853904,train
97.23896647726394,train
97.83138780866639,train
95.77492020811829,train
97.06943034802084,train
95.12237451722753,train
96.38802070038561,train
96.61695656492844,train
96.23200896852308,train
97.0563827908121,train
97.4767851106871,train
96.56343017518904,train
96.78305108942695,train
97.3083272740984,train
97.56583969473834,train
95.87618391741455,train
95.59758752597537,train
96.11669720202012,train
96.63857860160131,train
97.11361513626747,train
97.18229380675344,train
96.64425098279922,train
96.63042333811906,train
96.382974261951,train
97.17472558970626,train
96.32706223074779,train
96.66924907670062,train
96.19635184008625,train
97.08025505210239,train
97.35849273295915,train
96.59676720967815,train
96.98606543242451,train
96.24259813372822,train
96.94456593142942,train
97.17832998278745,train
96.77856504623958,train
97.06065274328716,train
97.06479592254436,train
96.27652581616427,train
96.5294686385414,train
96.98551800262001,train
97.17213682297289,train
96.59315489327084,train
96.73604847829193,train
96.41348122841131,train
96.19913220725118,train
96.39543333211991,train
97.23655778612415,train
97.18512243417746,train
96.99921671317517,train
96.5308271288194,train
96.25278464990609,train
96.28663598029047,train
96.60772372909418,train
96.31105279017576,train
96.74922496962569,train
96.64701406270717,train
96.48949041616092,train
96.66638947627449,train
96.928853975738,train
96.72347055823124,train
96.10755800549454,train
96.02023646895596,train
96.15667902591247,train
96.8463779132716,train
96.77943301060067,train
96.48199783086305,train
96.42755665710825,train
96.97466664735063,train
97.00276708357828,train
97.13313893212387,train
96.1566113174893,train
95.62602794492372,train
95.0292358187138,train
96.68247310799109,train
97.41848959892722,train
96.8907456583213,train
97.20582896653254,train
96.66431500543639,train
96.55070459314163,train
96.75430742317901,train
96.54435800892134,train
95.9230511117032,train
96.64370427329709,train
96.73566959924302,train
96.70909620404898,train
96.11004520959311,train
96.57277681879845,train
96.42774249512084,train
96.67743243197546,train
96.99122279742477,train
96.72660819537386,train
96.71524182390682,train
96.44859740976503,train
97.31576727732295,train
96.83823633553446,train
95.90211696379784,train
96.48709469046388,train
96.61333776579978,train
97.15477537484423,train
97.06180450678373,train
97.15917858325857,train
96.51580162129072,train
96.42170420031675,train
96.81538834422047,train
97.30002506893179,train
96.89823176089779,train
97.00871462028317,train
96.61697673339492,train
96.19477149667695,train
96.58636244188084,train
96.62654667074038,train
97.571373057578,train
96.82328141763847,train
97.07508328105465,train
96.74620474177009,train
96.98153905230417,train
96.90427653842322,train
96.14632539958374,train
96.8681389683027,train
97.39478516809014,train
96.61278601418103,train
96.276819699533,train
96.13980234128175,train
96.67981303132265,train
96.84619711737564,train
97.28044869100205,train
97.32055800841465,train
97.13594162866244,train
96.71570713924064,train
96.53511436855146,train
96.84099509362817,train
96.17836588979904,train
96.5093549150404,train
97.19419104107037,train
96.6704476598515,train
96.61147506385974,train
96.88771822744195,train
96.84579806986025,train
95.96893653385563,train
96.13951854214626,train
96.34327191537989,train
97.01921230708678,train
96.42349631262411,train
96.18173258309669,train
96.97606331365446,train
96.27647827620757,train
96.91132829866798,train
97.16999032189737,train
97.29265061322332,train
96.60348114810934,train
96.65234502057966,train
97.3314302524529,train
96.88901909353001,train
96.50428254572032,train
97.89230089925461,train
97.20418451621192,train
96.07302166755215,train
97.22556885310125,train
97.300860619686,train
97.8253415905362,train
97.67903521286549,train
95.85052026411928,train
97.00504684059305,train
96.83049884742933,train
96.56695605531142,train
97.14300059193094,train
98.63306274223291,train
97.73092003349379,train
97.6221010725931,train
96.83134592302154,train
95.96240771313464,train
97.9973137824093,train
97.67650262971733,train
97.10601018379921,train
96.68004352808242,train
98.44678534520546,train
97.10079951642325,train
97.93235259247729,train
96.67517572463666,train
96.95458965927071,train
97.39523895858598,train
97.32814711423067,train
98.02992043029082,train
99.5356693257011,train
97.34721783989363,train
97.63887403368193,train
95.65115929476437,train
97.7425370701871,train
99.15335299386918,train
97.58153220226565,train
96.79350699869283,train
95.75596040902099,train
95.65910855176756,train
98.81555422998082,train
99.31255134343577,train
97.77848880229503,train
99.0337107694917,train
100.3851420842239,train
96.67036986719508,train
96.51599754353654,train
95.89204569599984,train
102.76328087849892,train
102.27111267216154,train
97.32582485937581,train
96.84287652342994,train
98.40721769517833,train
97.10768272591241,train
100.2169140240926,train
96.4760322865988,train
97.87832559258771,train
100.97979779359154,train
98.09935469796746,train
98.13923639982978,train
100.43794024826285,train
100.15986607604508,train
97.76438240059602,train
106.60155325942219,train
102.36114470653474,train
97.96641281055022,train
93.62570935506001,train
100.29436093538139,train
104.76175693488909,train
104.54203013620216,train
108.09445196047429,train
103.5253838402241,train
103.2970076506261,train
99.22841714490366,train
102.79683544430507,train
107.71546918803081,train
110.10991562806082,train
117.13542229188603,train
109.24805366869941,train
107.4779768515832,train
105.43577555986127,train
116.64415302291184,train
131.94391712122786,train
109.33999882617886,train
132.46273075299675,train
28.51602188555613,train
49.064946318714945,train
111.08377596300325,train
100.60169955246377,train
113.16430886587794,train
75.34047631252247,train
98.58957232547516,train
141.40391903709627,train
117.13422370873514,train
101.17578054481082,train
100.03006182577046,train
94.52745877870275,train
106.6095918339198,train
122.59443840167782,train
102.43932920745485,train
88.72757253569841,train
92.15003452438307,train
96.61476828631521,train
123.40063539355043,train
101.58204260877521,train
78.22225628935334,train
87.69810485745715,train
98.26849033909042,train
123.84113775118134,train
112.64612910019848,train
97.15872911457699,train
96.49886299065581,train
105.88175221553712,train
102.667509474807,train
107.03818903390764,train
100.15556731147504,train
100.48051011858621,train
104.74022853752489,train
96.54016801000984,train
102.99089642878961,train
109.54746895966406,train
108.19826770108281,train
102.53345255931428,train
98.98970317562919,train
101.59528464762505,train
103.60969955495455,train
104.15254247393133,train
105.69636367163962,train
109.50710897702518,train
102.23591581694191,train
103.10159249767781,train
98.63342433402482,train
101.69587343359653,train
107.34657064882806,train
100.99625814344991,train
102.26898057713349,train
103.70855961522764,train
96.4180623515121,train
102.69649444235036,train
104.4340135921465,train
103.69482200834427,train
98.86099378496354,train
94.66373998792743,train
98.88389363804848,train
95.08466164581434,train
110.25180943338634,train
107.9101237016718,train
101.12221309783608,train
95.44097506193268,train
96.11019935430123,train
101.67714557186376,train
101.90934800767423,train
103.74898874689445,train
107.48257526194098,train
102.14125079769697,train
101.90592513079137,train
99.57053196061905,train
98.75924099035511,train
100.68653964732273,train
97.3274757924178,train
102.3508645510482,train
102.70918328897669,train
99.17624420332564,train
93.9956624169388,train
100.86739316747142,train
103.57385730880752,train
93.2957071440715,train
100.95514328392272,train
89.53644905240358,train
101.26604883836282,train
91.6620844087498,train
101.11957390993652,train
106.00597844422488,train
104.30834099629107,train
98.92860424702837,train
109.08237836018276,train
103.75536198230259,train
103.01019477000287,train
101.89631341590821,train
97.51327923048294,train
102.86331647224694,train
100.48667590691055,train
101.24675049714955,train
93.14235188736552,train
101.52407267368852,train
99.8151524093631,train
101.8594627464371,train
102.14200567458526,train
104.48920027885875,train
99.66719077683616,train
102.02104673746751,train
100.05035706546978,train
98.09156678869613,train
105.9148285005667,train
103.62589195232967,train
107.25826734015325,train
99.68030604246809,train
96.64324616098703,train
100.40365097403489,train
101.00961543067963,train
102.69811944450686,train
102.47890550111046,train
101.3655600519823,train
100.81236782849103,train
97.19292330889155,train
100.49868478809549,train
101.61477314866512,train
103.44660004772854,train
103.21797031169478,train
103.37362477357965,train
104.84677566473691,train
98.22614808431736,train
98.68246251966973,train
105.24116714557222,train
102.85358950898389,train
106.53765379518994,train
103.79342852218159,train
102.74629326730255,train
98.87622962078554,train
98.01588894003872,train
102.69537653306537,train
104.74810000187165,train
100.38371300431322,train
107.20756957783787,train
99.1092964194452,train
99.53943794772364,train
112.71649976096177,train
106.26090786055045,train
102.48425302593752,train
97.01071562027909,train
99.96203070711903,train
93.19290558920603,train
99.59055060420664,train
96.88950889914456,train
106.81513731946077,train
101.98329136821422,train
106.74216204531187,train
101.59016761955775,train
109.25288257581695,train
101.1687388687993,train
101.76851448744374,train
95.76658630964722,train
101.70132468196552,train
104.78098036465542,train
102.78480927586313,train
102.94516587164766,train
99.97672487555549,train
99.07203661822547,train
100.91361353022792,train
104.25655413678568,train
98.61858034269447,train
101.4933359307708,train
103.57930855717649,train
102.10923479776241,train
105.78548524381165,train
103.37929499387042,train
103.84749153718985,train
96.79168607429051,train
100.01219832688687,train
84.42132834579655,train
110.72213807173382,train
113.52942725822018,train
102.37733710390987,train
99.7604382410084,train
98.96540881714752,train
99.96452007212473,train
106.86139801915022,train
103.0631110636312,train
101.47751232821133,train
105.59787240618218,train
105.42450426830762,train
104.10958940274486,train
105.03912521078003,train
99.60012774457583,train
102.72996257187157,train
112.45103664271389,train
120.83147240960106,train
105.13639484341056,train
107.29889239406589,train
113.30662909020907,train
123.1302396446431,train
90.20405410503463,train
90.26708344399867,train
97.70159508322976,train
125.21535943303756,train
113.76773785816502,train
109.13025829960974,train
98.31758614892526,train
104.3220958904314,train
107.68886986195128,train
105.65109410801723,train
113.97069025515837,train
121.05636809812627,train
122.16429687339937,train
121.42193595915009,train
138.19108232660082,train
148.2403722585433,train
107.64399214282051,train
81.04611819286845,train
123.60672254647687,train
135.5509954896647,train
159.5501798207386,train
126.72190930468815,train
101.71503923917294,train
127.05857287203446,train
166.3335611632445,train
330.4524633590936,train
26.211077337351753,train
56.206588774959414,train
277.2356019559928,train
209.4010970406547,train
145.95303766278676,train
70.52232763122618,train
139.15163147366536,train
267.50430535385385,train
227.84199030749608,train
158.60989133885926,train
208.8123622168041,train
137.3837213260914,train
-57.63064385628172,train
215.00940590176128,train
230.4797030278064,train
226.0614489374857,train
35.38069943523931,train
-88.52311038492837,train
-23.112048402001733,train
262.8980581062498,train
309.0632399384515,train
244.77326809578176,train
5.504262623738214,train
72.75538024005277,train
157.46865578179677,train
122.29503463555113,train
133.22555977951515,train
-26.241180214180076,train
80.80146893202937,train
-2.748535562416464,train
310.94183463007596,train
131.7965259681814,train
69.89620623293808,train
119.97669822560317,train
178.4201658556014,train
126.83125696753154,train
128.94399026774863,train
203.5508126811228,train
104.31578027921319,train
94.6144482558467,train
138.4842511553752,train
146.07400236232354,train
124.98838927367433,train
141.3465138190711,train
174.66408285679938,train
161.5561931211737,train
200.27808138759633,train
148.05009718333827,train
-44.786903407373075,train
126.0844935651703,train
171.2838939738599,train
172.0316254626124,train
185.30952960825778,train
81.22595176485515,train
82.70113102749838,train
129.21261119160556,train
165.61256729862737,train
113.55478190179679,train
98.18378277986824,train
153.66988478308213,train
170.86125511511273,train
135.83801005495275,train
114.39646386983873,train
104.18702478919556,train
102.62600853320714,train
104.0159961934329,train
190.76474252151309,train
179.4369331623783,train
12.275289339919482,train
134.58908641171718,train
162.139810916957,train
127.93805630868167,train
137.11745146918406,train
132.37438134496995,train
114.8203935104408,train
120.83921710072991,train
136.41360656349536,train
112.7656531949865,train
91.11297197790668,train
54.52313264017141,train
94.16267460666222,train
148.7405271776073,train
138.06742081497453,train
140.43568282309263,train
101.63003203416315,train
70.55976030501586,train
170.63873354321333,train
139.25033018620672,train
84.7098180903472,train
122.44315185339093,train
122.85574105341146,train
116.44161552008609,train
52.038054874192824,train
123.34365659453084,train
170.46332550901468,train
131.88028849068843,train
45.166162775928285,train
92.99267305397814,train
198.574664233411,train
131.95736660716148,train
78.11502919669994,train
119.88749597956513,train
118.5033629370381,train
224.88609985997442,train
128.55643301584098,train
90.79046091161138,train
107.35298998358815,train
86.44628847988633,train
106.23249913490662,train
146.88037222676604,train
120.79592980924178,train
122.96255325189725,train
118.39973159383726,train
121.18330266374153,train
109.01095317674344,train
123.62942647731597,train
116.61462638798298,train
109.31299613076976,train
110.93431033911867,train
116.98780064207972,train
98.13496356614519,train
98.79750345247993,train
111.35298465359773,train
120.52965995233461,train
141.46005652294258,train
123.78860753962562,train
111.09450558717134,train
3.962654194923857,train
118.39106491566929,train
129.77516158354427,train
89.47266483655125,train
108.86311255501539,train
137.47209378379404,train
75.18481608821861,train
105.66128206479988,train
125.92213164757561,train
132.80628617346082,train
113.38043415269323,train
96.74889435083588,train
111.36658396242512,train
104.11971973533753,train
32.81879709922322,train
155.1432661709993,train
139.88336648728858,train
100.06661861187285,train
150.54162885859108,train
173.82083351079103,train
125.46321259883769,train
64.70463551352839,train
80.3559647947111,train
137.09684505885912,train
124.10600157785376,train
109.3306060832175,train
100.56550579875801,train
112.81769936334666,train
124.72423998695723,train
78.4267991139892,train
104.56015294394047,train
97.88353770056847,train
116.5280979043585,train
126.75579232837697,train
115.17936916413487,train
120.88066041813983,train
102.36614648622214,train
96.32726967783162,train
109.52168789708173,train
112.00058834989812,train
108.25875005085118,train
118.58168573601404,train
112.95797969135373,train
117.02491062040565,train
115.30107145330294,train
93.83781247341693,train
109.4330388432673,train
114.03601303688231,train
116.17677474308965,train
114.32985030626008,train
110.59377442620786,train
110.28149741604705,train
107.04799667103663,train
109.96032323095841,train
151.21380350948488,train
123.32033032244027,train
137.00953288625135,train
107.19685147850777,train
103.79282923060612,train
157.42919473652114,train
132.21533858071626,train
94.9027075036376,train
112.05742885086181,train
108.05236325213701,train
162.1336797031468,train
133.03383257472348,train
116.54870431468362,train
130.97770927871045,train
125.2722690830293,train
86.98860125631563,train
128.9782420862532,train
118.55711478142052,train
116.66644205958335,train
119.57300620051035,train
109.88651816847425,train
119.65879709450348,train
97.61546996893492,train
65.77925750701218,train
126.06397935354914,train
104.86242639472658,train
135.77227237906118,train
